05850000;https://www.drmartens.com/us/en/work/work-shoes/c/05850000;Work Shoes | Dr. Martens Official;"
                    Designed to provide air-cushioned comfort and protection along with a little attitude to the workplace, our collection of work safety shoes come in a variety of styles including lightweight and non-metallic. Shop our range of men's and women's work safety shoes below. ";Work Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05400000;https://www.drmartens.com/us/en/work/light-work/c/05400000;Light Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Dr. Martens shoes have been the choice of workers since 1960. Our collection of work and safety boots are engineered for the most demanding work environments and include a diverse range of designs. ";Lightweight Work Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05410000;https://www.drmartens.com/us/en/work/heavy-work/c/05410000;Heavy Duty Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    The toughest jobs require the toughest footwear-and Dr. Martens is prepared. Our range of heavy duty work boots provides comfort and protection for all day work wear. They're ready for anything the day can throw at them. ";Heavy Duty Work Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05860000;https://www.drmartens.com/us/en/work/service-work-boots-and-shoes/c/05860000;Service Boots & Shoes | Dr. Martens Official;"
                     ";Service Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05490000;https://www.drmartens.com/us/en/work/extra-wide-work-boots/c/05490000;Extra Wide Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Designed to make the work day more comfortable. Dr. Martens offers industry-ready boots and shoes in a wide, comfort fit to accommodate a range of sizes. ";Extra Wide Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
05430000;https://www.drmartens.com/us/en/work/steel-toe/c/05430000;Steel Toe Work Boots & Shoes | Work Boots & Shoes | Dr. Martens Official;"
                    With the comfort and attitude of an Original Dr. Martens boot, our range of steel toe shoes will ensure that you stay safe and comfortable in the workplace. In this range, you'll find a variety of designs for any work environment, from steel toe-capped safety boots to a pair of pull-on work shoes. ";Steel Toe Cap Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05390000;https://www.drmartens.com/us/en/work/womens/c/05390000;Women's Work Boots & Shoes | Dr. Martens Official;"
                    A collection of iconic styles combined with durability and comfort that workers can trust: our range of women's work boots and shoes will ensure your feet are protected throughout the day. Designed with a variety of reliable safety features, these boots are built to stand up to the most demanding work environments. ";Women's Work Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05000000;https://www.drmartens.com/us/en/work/c/05000000;Work Boots & Shoes | Dr. Martens Official;"
                    Dr. Martens shoes have been the choice of workers since 1960. Our collection of work and safety boots are engineered for the most demanding work environments and include a diverse range of designs. ";Work Boots & Shoes;/us/en/;Home
05000000;https://www.drmartens.com/us/en/work/c/05000000;Work Boots & Shoes | Dr. Martens Official;"
                    Dr. Martens shoes have been the choice of workers since 1960. Our collection of work and safety boots are engineered for the most demanding work environments and include a diverse range of designs. ";Work Boots & Shoes;/us/en/;Home
05470000;https://www.drmartens.com/us/en/work/anti-static-work-boots/c/05470000;Anti-Static Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    The Original Dr. Martens boot was created for factory workers and postmen. For six decades on our Work range has honored that heritage. Our range of anti-static shoes provides durability and support in a wide range of lightweight and steel toe designs. ";Anti Static Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
05480000;https://www.drmartens.com/us/en/work/electrical-hazard-work-boots/c/05480000;Electrical Hazard Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Since 1960, workers have chosen Dr. Martens for safe, comfortable work boots and shoes. Our electrical hazard styles are industry-ready, with additional insulation to help protect the wearer against accidental contact with an electrical charge. ";Electrical Hazard Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
05500000;https://www.drmartens.com/us/en/work/heat-resistant-work-boots/c/05500000;Heat Resistant Safety Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Dr. Martens has been the choice of workers for six decades. Our heat resistant work boots can protect you in even the most demanding environments. ";Heat Resistant Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
05510000;https://www.drmartens.com/us/en/work/metatarsal-guard-work-boots/c/05510000;Metatarsal Guard Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    These Dr. Martens are built for industry. Our toughest styles offer protection in the most demanding of workplaces. By including a rigid steel metatarsal guard, we've made the ultimate work boot. ";Metatarsal Guard Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
05450000;https://www.drmartens.com/us/en/work/slip-resistant/c/05450000;Slip Resistant Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Stay grounded with our slip-resistant boots and shoes. Durable and practical with the same Docs attitude, our slip-resistant shoes is designed to keep the pace with you through work, downtime and everything in between. ";Slip Resistant Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05430000;https://www.drmartens.com/us/en/work/steel-toe/c/05430000;Steel Toe Work Boots & Shoes | Work Boots & Shoes | Dr. Martens Official;"
                    With the comfort and attitude of an Original Dr. Martens boot, our range of steel toe shoes will ensure that you stay safe and comfortable in the workplace. In this range, you'll find a variety of designs for any work environment, from steel toe-capped safety boots to a pair of pull-on work shoes. ";Steel Toe Cap Boots & Shoes;/us/en/,/us/en/work/c/05000000;Home,WORK
05330000;https://www.drmartens.com/us/en/work/waterproof-boots/c/05330000;Waterproof Work Boots | Work Boots & Shoes | Dr. Martens Official;"
                    Since 1960, we've provided workers with comfortable, durable shoes for the most demanding workplaces. Our fully-waterproof work boots offer optimum protection and include designs with additional safety features such as anti-static or slip-resistant soles, puncture-resistant midsoles and safety toecaps. ";Waterproof Work Boots;/us/en/,/us/en/work/c/05000000;Home,WORK
tough-as-you;https://www.drmartens.com/us/en/tough-as-you;Tough As You | Dr. Martens Official;;;;
tough-as-you;https://www.drmartens.com/us/en/tough-as-you;Tough As You | Dr. Martens Official;;;;
tough-as-you;https://www.drmartens.com/us/en/tough-as-you;Tough As You | Dr. Martens Official;;;;
your-stories;https://www.drmartens.com/us/en/tough-as-you/your-stories;Tough As You | Your Stories | Dr. Martens Official;;;;
about;https://www.drmartens.com/us/en/tough-as-you/about;Manifesto | Dr. Martens Official;;;;
tough-as-you;https://www.drmartens.com/us/en/tough-as-you;Tough As You | Dr. Martens Official;;;;
our-stories;https://www.drmartens.com/us/en/tough-as-you/our-stories;Tough As You | Our Stories | Dr. Martens Official;;;;
avie-acosta;https://www.drmartens.com/us/en/tough-as-you/stories/avie-acosta;Avie Acosta | Tough as You | Dr. Martens Official;;;;
bob-vylan;https://www.drmartens.com/us/en/tough-as-you/stories/bob-vylan;Bob Vylan | Tough as You | Dr. Martens Official;;;;
lotte-van-eijk;https://www.drmartens.com/us/en/tough-as-you/stories/lotte-van-eijk;Lotte Van Eijk | Tough as You | Dr. Martens Official;;;;
naked-giants;https://www.drmartens.com/us/en/tough-as-you/stories/naked-giants;Naked Giants | Tough as You | Dr. Martens Official;;;;
dm-presents;https://www.drmartens.com/us/en/dm-presents;Dr. Martens Presents | Free Concerts | Dr. Martens Official;;;;
how-to-style;https://www.drmartens.com/us/en/how-to-style;How to Style | Dr. Martens Outfits | Dr. Martens Official;;;;
dm-presents;https://www.drmartens.com/us/en/dm-presents;Dr. Martens Presents | Free Concerts | Dr. Martens Official;;;;
diy-docs;https://www.drmartens.com/us/en/diy-docs;DIY Docs | Custom Docs | Dr. Martens Official;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/;www.drmartens.comhttps;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/category/music/;www.drmartens.comhttps;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/category/style/;www.drmartens.comhttps;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/category/art/;www.drmartens.comhttps;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/category/dr-martens-collaborates/;www.drmartens.comhttps;;;;
;https://www.drmartens.comhttps//blog.drmartens.com/category/the-brand/;www.drmartens.comhttps;;;;
